page,n_orden,provincia,departamento,localidad,footnote,total,varones,mujeres
v5_p06,269,Entre Ríos,Diamante,Puiggari,,290,152,138
v5_p06,227,Corrientes,Mburucuyá,Punta Grande,,450,219,231
v5_p06,225,Entre Ríos,Villaguay,Raíces,,452,251,201
v5_p06,178,Corrientes,Itatí,Ramada Paso,,664,354,310
v5_p06,268,Entre Ríos,Uruguay,Rocamora,,309,145,164
v5_p06,24,Entre Ríos,Tala,Rosario del Tala,,7350,3455,3895
v5_p06,83,Misiones,Lib. Gral. San Martín,Ruiz de Montoya,,1599,876,723
v5_p06,259,Corrientes,Monte Caseros,Saenz Valiente,,333,160,153
v5_p06,33,Corrientes,Saladas,Saladas,,3883,1697,2186
v5_p06,251,Corrientes,Paso de los Libres,San Antonio,,350,174,176
v5_p06,212,Entre Ríos,Paraná,San Benito,,509,248,261
v5_p06,72,Corrientes,Ituzaingó,San Carlos,,1858,931,927
v5_p06,216,Corrientes,San Cosme,San Cosme,,496,226,270
v5_p06,249,Entre Ríos,La Paz,San Gustavo,,145,76,69
v5_p06,63,Misiones,San Ignacio,San Ignacio,,2106,992,1114
v5_p06,64,Misiones,San Javier,San Javier,,2102,988,1114
v5_p06,59,Entre Ríos,Colón,San José,,2188,1021,1167
v5_p06,49,Misiones,Apóstoles,San José,,2691,1339,1352
v5_p06,36,Entre Ríos,Feliciano,San José de Feliciano,,3721,1723,1998
v5_p06,265,Entre Ríos,Uruguay,San Justo,,314,155,159
v5_p07,157,Corrientes,Saladas,San Lorenzo,,800,385,415
v5_p07,40,Corrientes,San Luis del Palmar,San Luis del Palmar,,3407,1617,1790
v5_p07,104,Corrientes,San Miguel,San Miguel,,1300,622,678
v5_p07,123,Misiones,San Pedro,San Pedro,,1069,557,512
v5_p07,44,Corrientes,San Roque,San Roque,,2918,1351,1567
v5_p07,253,Corrientes,Paso de los Libres,San Salvador,,345,165,180
v5_p07,62,Entre Ríos,Colón,San Salvador,,2108,1023,1085
v5_p07,166,Entre Ríos,Federación,Santa Ana,,638,340,298
v5_p07,170,Corrientes,San Cosme,Santa Ana,,698,361,337
v5_p07,61,Misiones,Candelaria,Santa Ana,,2136,1060,1076
v5_p07,137,Entre Ríos,Uruguay,Santa Anita,,927,436,491
v5_p07,22,Entre Ríos,La Paz,Santa Elena,,8174,3993,4181
v5_p07,43,Corrientes,Lavalle,Santa Lucía,,2930,1312,1618
v5_p07,287,Misiones,Concepción,Santa María,,227,116,111
v5_p07,180,Misiones,25 de Mayo,Santa Rita,,661,337,324
v5_p07,247,Corrientes,Concepción,Santa Rosa,,369,180,189
v5_p07,103,Misiones,Eldorado,Santiago de Liniers,,1327,748,579
v5_p07,151,Misiones,San Ignacio,Santo Pipó,,844,445,399
v5_p07,19,Corrientes,Santo Tomé,Santo Tomé,,10121,4663,5458
v5_p07,39,Corrientes,Sauce,Sauce,,3448,1507,1941
v5_p07,215,Entre Ríos,Villaguay,Sauce de Luna,,501,242,259
v5_p07,264,Entre Ríos,Paraná,Sauce Pintos,,322,156,166
v5_p07,60,Entre Ríos,Paraná,Seguí,,2161,1045,1116
v5_p07,235,Entre Ríos,Tala,Solá,,404,189,215
v5_p07,81,Corrientes,Mercedes,Solari,,1636,755,881
v5_p07,223,Entre Ríos,Paraná,Sosa,,458,217,241
v5_p07,99,Entre Ríos,Diamante,Strobel,,1358,695,663
v5_p07,194,Corrientes,Concepción,Tabay,,588,305,283
v5_p07,168,Entre Ríos,Paraná,Tabossi,,707,347,360
v5_p07,269,Corrientes,General Paz,Tacuaral,,218,109,109
v5_p07,236,Corrientes,Paso de los Libres,Tapebicuá,,404,200,204
v5_p07,208,Corrientes,General Alvear,Torrent,,523,273,250
v5_p07,256,Entre Ríos,Gualeguay,Tres Bocas,,339,178,161
v5_p07,144,Misiones,Apóstoles,Tres Capones,,903,481,422
v5_p07,229,Entre Ríos,Colón,Ubajay,,442,231,211
v5_p07,38,Entre Ríos,Gualeguaychú,Urdinarrain,,3484,1613,1871
v5_p07,172,Entre Ríos,Diamante,Valle María,,690,355,335
v5_p07,271,Entre Ríos,Nogoyá,Veinte de Setiembre,,289,144,145
v5_p07,134,Misiones,25 de Mayo,Veinticinco de Mayo,,935,469,466
v5_p07,34,Entre Ríos,Paraná,Viale,,3873,1879,1994
v5_p07,10,Entre Ríos,Victoria,Victoria,,15108,6998,8110
v5_p08,86,Entre Ríos,Villaguay,Villa Clara,,1557,788,769
v5_p08,108,Entre Ríos,Federación,Villa del Rosario,,1206,514,692
v5_p08,128,Entre Ríos,Villaguay,Villa Domínguez,,984,472,512
v5_p08,48,Entre Ríos,Colón,Villa Elisa,,2715,1373,1342
v5_p08,29,Entre Ríos,Concordia,Villa Federal,,5256,2476,2780
v5_p08,42,Entre Ríos,Diamante,Villa General Ramírez,,3203,1557,1646
v5_p08,14,Entre Ríos,Villaguay,Villaguay,,12463,5752,6711
v5_p08,46,Entre Ríos,Paraná,Villa Hernandarias,,2788,1303,1485
v5_p08,68,Entre Ríos,Gualeguaychú,Villa Larroque,,1993,967,1026
v5_p08,127,Entre Ríos,Uruguay,Villa Mantero,,989,484,505
v5_p08,111,Entre Ríos,La Paz,Villa Piedras Blancas,,1196,636,560
v5_p08,196,Entre Ríos,Uruguay,Villa San Marcial (Gob. Urquiza),,578,281,297
v5_p08,292,Entre Ríos,Paraná,Villa Urquiza,,204,105,99
v5_p08,132,Entre Ríos,Concordia,Villa Zorraquín,,952,491,461
v5_p08,102,Misiones,Iguazú,Wanda,,1331,742,589
v5_p08,173,Misiones,Oberá,Yabebiry,,689,373,316
v5_p08,90,Corrientes,San Martín,Yapeyú,,1431,769,662
v5_p08,150,Corrientes,Lavalle,Yataití Calle,,845,411,434
v5_p08,294,Entre Ríos,Concordia,Yeruá,,194,98,96
v5_p08,254,Corrientes,Mercedes,Yofré,,826,383,443
v5_p08,142,Entre Ríos,Concordia,Yuquerí,,914,532,382
v6_p01,260,Santiago del Estero,Banda,Abra Grande,,192,87,105
v6_p01,183,Santiago del Estero,Moreno,Aerolito,,440,234,206
v6_p01,278,Santiago del Estero,Alberdi,Agustina Libarona,,154,89,65
v6_p01,240,Santiago del Estero,Moreno,Alhuampa,,250,112,138
v6_p01,264,Formosa,Patiño,Alto Alegre,,188,98,90
v6_p01,284,Santiago del Estero,Moreno,Amamá,,106,58,48
v6_p01,9,Santiago del Estero,General Taboada,Añatuya,,11753,5572,6181
v6_p01,228,Santiago del Estero,Banda,Ardiles,,281,133,148
v6_p01,263,Santiago del Estero,Aguirre,Argentina,,188,103,85
v6_p01,157,Santiago del Estero,Silípica,Arraga,,546,283,263
v6_p01,217,Santiago del Estero,General Taboada,Averías,,332,182,150
v6_p01,118,Chaco,Independencia,Avia Terai,,818,421,397
v6_p01,272,Santiago del Estero,Ojo de Agua,Baez,,169,74,95
v6_p01,41,Santiago del Estero,Belgrano,Bandera,,2035,1004,1031
v6_p01,110,Santiago del Estero,Figueroa,Bandera Bajada,,893,453,440
v6_p01,243,Santiago del Estero,Salavina,Barrancas,,242,108,134
v6_p01,5,Chaco,San Fernando,Barranqueras,,19779,9852,9927
v6_p01,244,Santiago del Estero,Río Hondo,Barrialito,,241,109,132
v6_p01,92,Formosa,Patiño,Bartolomé de las Casas,,1269,660,609
v6_p01,137,Chaco,San Fernando,Basail,,659,332,327
v6_p01,204,Santiago del Estero,Quebrachos,Belgrano,,381,176,205
v6_p01,77,Santiago del Estero,Robles,Beltrán,,1472,740,732
v6_p01,82,Chaco,Primero de Mayo,Benítez,,1426,738,688
v6_p01,280,Santiago del Estero,Jiménez,Bobadal,,117,54,63
v6_p01,119,Santiago del Estero,San Martín,Brea Pozo,,815,401,414
v6_p01,68,Formosa,Pilagás,Buena Vista,,1511,795,716
v6_p01,38,Santiago del Estero,Alberdi,Campo Gallo,,2336,1152,1184
v6_p01,39,Chaco,Independencia,Campo Largo,,2059,1044,1015
v6_p01,117,Chaco,Sargento Cabral,Capitán Solari,,831,445,386
v6_p01,215,Santiago del Estero,Capital,Cardozo,,337,170,167
v6_p01,227,Santiago del Estero,Aguirre,Casares,,285,154,131
v6_p01,23,Chaco,General Güemes,Castelli,,4131,2024,2107
v6_p01,238,Santiago del Estero,Moreno,Cejolao,,258,126,132
v6_p01,18,Santiago del Estero,Banda,Clodomira,,4685,2291,2394
v6_p01,160,Chaco,Mayor Luis J. Fontana,Clodomiro Díaz,,540,279,261
v6_p01,10,Formosa,Pilcomayo,Clorinda,,10043,4716,5327
v6_p01,141,Chaco,San Fernando,Colonia Baranda,,622,356,266
v6_p01,35,Santiago del Estero,Avellaneda,Colonia Dora,,2548,1349,1199
v6_p01,86,Chaco,Sargento Cabral,Colonia Elisa,,1338,638,700
v6_p01,100,Chaco,Independencia,Colonia José Mármol,,1076,599,477
v6_p01,91,Chaco,Sargento Cabral,Colonias Unidas,,1273,626,647
v6_p02,42,Formosa,Pirané,Colonia Villafañe,,1966,998,968
v6_p02,271,Chaco,Lib. Gral. San Martín,Ciervo Petizo,,169,79,90
v6_p02,54,Formosa,Patiño,Comandante Fontana,,1686,794,892
v6_p02,103,Chaco,Almirante Brown,Concepción del Bermejo,,1037,512,525
v6_p02,81,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,,1438,691,747
v6_p02,239,Santiago del Estero,Alberdi,Coronel Manuel L. Rico,,250,134,116
v6_p02,29,Chaco,General Belgrano,Corzuela,,3295,1639,1656
v6_p02,105,Chaco,Tapenagá,Cote Lai,,982,492,490
v6_p02,46,Chaco,Tapenagá,Charadai,,1872,937,935
v6_p02,11,Chaco,Chacabuco,Charata,,8953,4327,4626
v6_p02,248,Santiago del Estero,Banda,Chaupi Pozo,,231,91,140
v6_p02,200,Santiago del Estero,Salavina,Chilca Juliana,,394,179,215
v6_p02,147,Chaco,Fray J. Sta. María de Oro,Chorotis,,607,328,279
v6_p02,127,Santiago del Estero,Choya,Choya,,754,377,377
v6_p02,184,Formosa,Patiño,Desvío Bruchard,,432,237,195
v6_p02,128,Santiago del Estero,Alberdi,Donadeu,,754,356,398
v6_p02,230,Santiago del Estero,Guasayán,Doña Luisa,,276,124,152
v6_p02,133,Santiago del Estero,Copo,El Caburé,,703,375,328
v6_p02,242,Santiago del Estero,Ojo de Agua,El Cajón,,246,130,116
v6_p02,199,Santiago del Estero,Jiménez,El Charco,,398,192,206
v6_p02,206,Formosa,Ramón Lista,El Chorro,,377,189,188
v6_p02,26,Formosa,Pirané,El Colorado,,3755,1867,1888
v6_p02,162,Santiago del Estero,General Taboada,El Malacara,,527,264,263
v6_p02,249,Santiago del Estero,Pellegrini,El Mojón,,226,116,110
v6_p02,213,Santiago del Estero,Figueroa,El Negrito,,343,166,177
v6_p02,237,Santiago del Estero,Moreno,El Pértigo,,263,139,124
v6_p02,201,Chaco,General Güemes,El Pintado,,388,203,185
v6_p02,94,Chaco,Mayor Luis J. Fontana,Enrique Urien,,1254,684,570
v6_p02,84,Formosa,Pilagás,Espinillo,,1398,671,727
v6_p02,149,Santiago del Estero,Atamisqui,Estación Atamisqui,,590,267,323
v6_p02,171,Santiago del Estero,Copo,Estación Los Tigres,,490,320,170
v6_p02,143,Santiago del Estero,Atamisqui,Estación Medellín,,620,293,327
v6_p02,66,Formosa,Patiño,Estanislao del Campo,,1532,705,827
v6_p02,167,Santiago del Estero,Figueroa,Esteros,,508,236,272
v6_p02,30,Santiago del Estero,Robles,Fernández,,3115,1533,1582
v6_p02,49,Chaco,San Fernando,Fontana,,1737,880,857
v6_p02,3,Formosa,Formosa,Formosa,,36499,17574,18925
v6_p02,62,Santiago del Estero,Robles,Forres,,1634,824,810
v6_p02,214,Chaco,Presidencia de la Plaza,Fortín Aguilar,,338,181,157
v6_p02,275,Chaco,Libertad,Fortín Cardoso,,161,91,70
v6_p03,8,Santiago del Estero,Choya,Frías,,11862,5554,6308
v6_p03,67,Formosa,Pilcomayo,Frontera,,1514,773,741
v6_p03,125,Chaco,Doce de Octubre,Gancedo,,757,379,378
v6_p03,139,Santiago del Estero,Sarmiento,Garza,,632,310,322
v6_p03,166,Chaco,Doce de Octubre,General Capdevila,,510,282,228
v6_p03,14,Chaco,Lib. Gral. San Martín,Gral. José de San Martín,,5390,2522,2868
v6_p03,22,Chaco,Doce de Octubre,General Pinedo,,4308,2126,2182
v6_p03,115,Chaco,Bermejo,General Vedia,,851,430,421
v6_p03,159,Santiago del Estero,Moreno,Girardet,,542,299,243
v6_p03,112,Santiago del Estero,Jiménez,Gramilla,,888,424,464
v6_p03,170,Santiago del Estero,Moreno,Granadero Gatica,,491,254,237
v6_p03,79,Formosa,Formosa,Gran Guardia,,1450,770,680
v6_p03,134,Santiago del Estero,Belgrano,Guardia Escolta,,698,367,331
v6_p03,247,Santiago del Estero,Moreno,Haase,,234,134,100
v6_p03,188,Chaco,Tapenagá,Haumonia,,426,244,182
v6_p03,56,Formosa,Laishí,Herradura,,1679,845,834
v6_p03,55,Santiago del Estero,Avellaneda,Herrera,,1685,848,837
v6_p03,113,Chaco,Doce de Octubre,Hermoso Campo,,879,464,415
v6_p03,169,Chaco,Tapenagá,Horquilla,,506,264,242
v6_p03,150,Santiago del Estero,Atamisqui,Hoyón,,586,242,344
v6_p03,273,Santiago del Estero,Banda,Huayamampa,,165,87,78
v6_p03,20,Formosa,Patiño,Ibarreta,,4366,2220,2146
v6_p03,44,Santiago del Estero,Avellaneda,Icaño,,1926,979,947
v6_p03,221,Chaco,Sargento Cabral,Ingeniero Barbet,,311,160,151
v6_p03,258,Santiago del Estero,Capital,Ingeniero Ezcurra,,199,99,100
v6_p03,76,Formosa,Matacos,Ingeniero Juárez,,1478,746,732
v6_p03,255,Santiago del Estero,Jiménez,Isca Yacu,,206,101,105
v6_p03,158,Chaco,Doce de Octubre,Itín,,543,285,258
v6_p03,189,Formosa,Patiño,Juan G. Bazán,,426,213,213
v6_p03,185,Santiago del Estero,Figueroa,Juncal Grande,,431,209,222
v6_p03,132,Formosa,Laishí,Km. 100 Nav. Río Bermejo,,717,386,331
v6_p03,223,Formosa,Pirané,Kilómetro 213,,300,167,133
v6_p03,154,Santiago del Estero,Banda,La Aurora,,568,298,270
v6_p03,4,Santiago del Estero,Banda,La Banda,,23772,11177,12595
v6_p03,245,Santiago del Estero,Figueroa,La Brea,,237,111,126
v6_p03,172,Santiago del Estero,Figueroa,La Cañada,,487,237,250
v6_p03,73,Chaco,Cap. Gral. O'Higgins,La Clotilde,,1485,764,721
v6_p03,123,Chaco,Lib. Gral. San Martín,La Eduvigis,,768,420,348
v6_p03,40,Chaco,General Donovan,La Escondida,,2044,1059,985
v6_p03,135,Santiago del Estero,Pellegrini,La Fragua,,694,353,341
v6_p03,236,Chaco,Libertad,Laguna Blanca,,266,118,148
v6_p04,59,Formosa,Pilcomayo,Laguna Blanca,,1657,797,860
v6_p04,83,Chaco,Lib. Gral. San Martín,Laguna Limpia,,1423,728,695
v6_p04,80,Formosa,Pilcomayo,Laguna Naineck,,1445,779,666
v6_p04,121,Formosa,Bermejo,Laguna Yema,,801,417,384
v6_p04,65,Santiago del Estero,Banda,La Isla,,1562,764,798
v6_p04,36,Chaco,Bermejo,La Leonesa,,2464,1263,1201
v6_p04,144,Chaco,General Donovan,Lapachito,,618,304,314
v6_p04,129,Santiago del Estero,Choya,Laprida,,746,393,353
v6_p04,195,Chaco,Tapenagá,La Sabana,,406,216,190
v6_p04,282,Santiago del Estero,Mitre,Las Abras,,113,57,56
v6_p04,13,Chaco,Nueve de Julio,Las Breñas,,6768,3294,3474
v6_p04,64,Chaco,Sargento Cabral,Las Garcitas,,1592,827,765
v6_p04,60,Formosa,Patiño,Las Lomitas,,1650,743,907
v6_p04,27,Chaco,Bermejo,Las Palmas,,3590,1780,1810
v6_p04,12,Santiago del Estero,Río Hondo,Las Termas,,7412,3690,3722
v6_p04,136,Santiago del Estero,Moreno,Las Tinajas,,688,316,372
v6_p04,190,Santiago del Estero,Figueroa,La Tapa,,424,213,211
v6_p04,108,Chaco,Cap. Gral. O'Higgins,La Tigra,,910,483,427
v6_p04,96,Santiago del Estero,Guasayán,Lavalle,,1162,566,596
v6_p04,51,Chaco,General Donovan,La Verde,,1728,878,850
v6_p04,283,Chaco,Tapenagá,La Vicuña,,109,52,57
v6_p04,192,Santiago del Estero,Moreno,Lilo Viejo,,412,212,200
v6_p04,176,Formosa,Bermejo,Los Chiriguanos,,468,244,224
v6_p04,87,Chaco,Almirante Brown,Los Frentones,,1315,693,622
v6_p04,45,Santiago del Estero,General Taboada,Los Juríes,,1920,973,947
v6_p04,212,Santiago del Estero,General Taboada,Los Linares,,346,175,171
v6_p04,151,Formosa,Pirané,Los Matacos,,585,268,317
v6_p04,198,Santiago del Estero,Río Hondo,Los Núñez,,400,169,231
v6_p04,104,Santiago del Estero,Salavina,Los Telares,,1033,505,528
v6_p04,138,Santiago del Estero,Avellaneda,Lugones,,634,302,332
v6_p04,270,Santiago del Estero,Matará,Llajta Mauca,,170,86,84
v6_p04,17,Chaco,Veinticinco de Mayo,Machagai,,4716,2264,2452
v6_p04,222,Santiago del Estero,Avellaneda,Mailín,,307,154,153
v6_p04,78,Chaco,General Donovan,Makalle,,1462,702,760
v6_p04,181,Santiago del Estero,Aguirre,Malbrán,,442,220,222
v6_p04,262,Santiago del Estero,Salavina,Malota,,189,95,94
v6_p04,197,Santiago del Estero,Capital,Mal Paso,,401,209,192
v6_p04,52,Chaco,Primero de Mayo,Margarita Belén,,1711,858,853
v6_p04,168,Formosa,Formosa,Mariano Boedo,,506,266,240
v6_p04,175,Santiago del Estero,Matará,Matará,,475,214,261
v6_p04,276,Santiago del Estero,Matará,Melero,,159,82,77
v6_p05,120,Chaco,Doce de Octubre,Mesón de Pierro,,808,433,375
v6_p05,277,Santiago del Estero,General Taboada,Miel de Palo,,155,84,71
v6_p05,152,Formosa,Pilagás,Misión Fco. Tacaaglé,,570,328,242
v6_p05,43,Formosa,Laishí,Misión San Fco. de Laishí,,1944,1033,911
v6_p05,24,Santiago del Estero,Copo,Monte Quemado,,4083,2024,2059
v6_p05,253,Chaco,Veinticinco de Mayo,Napalpí,,207,104,103
v6_p05,88,Chaco,Independencia,Napenay,,1300,699,601
v6_p05,285,Santiago del Estero,Salavina,Navarro,,100,48,52
v6_p05,229,Santiago del Estero,Pellegrini,Nueva Esperanza,,281,132,149
v6_p05,90,Santiago del Estero,Silípica,Nueva Francia,,1275,642,633
v6_p05,268,Chaco,Tapenagá,Oetling,,173,100,73
v6_p05,124,Santiago del Estero,Moreno,Otumpa,,760,442,318
v6_p05,210,Santiago del Estero,Rivadavia,Palo Negro,,366,175,191
v6_p05,97,Formosa,Pirané,Palo Santo,,1123,523,600
v6_p05,102,Formosa,Pilcomayo,Palma Sola,,1067,587,480
v6_p05,85,Chaco,Lib. Gral. San Martín,Pampa Almirón,,1380,733,647
v6_p05,74,Chaco,Lib. Gral. San Martín,Pampa del Indio,,1484,753,731
v6_p05,93,Chaco,Almirante Brown,Pampa del Infierno,,1261,654,607
v6_p05,47,Santiago del Estero,Copo,Pampa de los Guanacos,,1791,957,834
v6_p05,209,Chaco,Maipú,Pampa Florida,,371,197,174
v6_p05,220,Santiago del Estero,Ojo de Agua,Pampa Grande,,317,151,166
v6_p05,187,Santiago del Estero,Moreno,Patay,,427,208,219
v6_p05,34,Santiago del Estero,Aguirre,Pinto,,2598,1321,1277
v6_p05,15,Formosa,Pirané,Pirané,,5285,2584,2701
v6_p05,235,Santiago del Estero,Pellegrini,Pozo Betbeder,,267,139,128
v6_p05,205,Chaco,Nueve de Julio,Pozo del Indio,,378,200,178
v6_p05,208,Formosa,Bermejo,Pozo del Mortero,,376,187,189
v6_p05,53,Formosa,Patiño,Pozo del Tigre,,1700,810,890
v6_p05,252,Santiago del Estero,Belgrano,Pozo Dulce,,211,118,93
v6_p05,130,Santiago del Estero,Avellaneda,Pozo Grande,,745,364,381
v6_p05,257,Santiago del Estero,General Taboada,Pozo Herrera,,199,110,89
v6_p05,114,Santiago del Estero,Jiménez,Pozo Hondo,,872,425,447
v6_p05,256,Santiago del Estero,Río Hondo,Pozuelos,,428,195,233
v6_p05,19,Chaco,Presidencia de la Plaza,Presidencia de la Plaza,,4568,2201,2367
v6_p05,48,Chaco,Lib. Gral. San Martín,Presidencia Roca,,1768,835,933
v6_p05,7,Chaco,Comandante Fernández,Pcia. Roque Saenz Peña,,14381,6893,7488
v6_p05,131,Formosa,Formosa,Presidente Irigoyen,,732,337,395
v6_p05,61,Chaco,Bermejo,Puerto Bermejo,,1646,776,870
v6_p05,211,Chaco,Bermejo,Puerto Las Palmas,,353,183,170
v6_p05,109,Formosa,Pilcomayo,Puerto Pilcomayo,,899,459,440
v6_p05,75,Chaco,Libertad,Puerto Tirol,,1480,685,795
v6_p06,246,Santiago del Estero,Moreno,Puna,,235,122,113
v6_p06,259,Santiago del Estero,Avellaneda,Punta Corral,,192,97,95
v6_p06,50,Formosa,Pilagás,Punta Pora,,1729,905,824
v6_p06,233,Santiago del Estero,Pellegrini,Quebracho Coto,,271,143,128
v6_p06,31,Santiago del Estero,Moreno,Quimilí,,2902,1371,1531
v6_p06,16,Chaco,Quitilipi,Quitilipi,,5217,2451,2766
v6_p06,161,Santiago del Estero,Quebrachos,Ramírez de Velasco,,540,258,282
v6_p06,218,Santiago del Estero,Pellegrini,Rapelli,,332,159,173
v6_p06,207,Santiago del Estero,Avellaneda,Real Sayana,,377,178,199
v6_p06,1,Chaco,San Fernando,Resistencia,,84036,40397,43639
v6_p06,57,Formosa,Pilcomayo,Riacho He He,,1677,849,828
v6_p06,163,Chaco,Almirante Brown,Río Muerto,,520,296,224
v6_p06,251,Chaco,Tapenagá,Río Tapenagá,,219,114,105
v6_p06,241,Santiago del Estero,San Martín,Robles,,249,125,124
v6_p06,142,Santiago del Estero,Moreno,Roversi,,621,347,274
v6_p06,219,Santiago del Estero,Salavina,Sabagasta,,331,151,180
v6_p06,153,Santiago del Estero,Alberdi,Sachayoj,,570,276,294
v6_p06,71,Chaco,San Lorenzo,Samuhú,,1497,800,697
v6_p06,164,Santiago del Estero,Avellaneda,San Antonio de Copo,,517,261,256
v6_p06,58,Chaco,Cap. Gral. O'Higgins,San Bernardo,,1673,827,846
v6_p06,286,Santiago del Estero,Quebrachos,San Francisco,,95,47,48
v6_p06,111,Formosa,Formosa,San Hilario,,890,475,415
v6_p06,216,Santiago del Estero,Avellaneda,San José,,337,161,176
v6_p06,126,Santiago del Estero,Guasayán,San Pedro,,757,329,428
v6_p06,267,Santiago del Estero,Matará,San Pedro,,175,108,67
v6_p06,99,Santiago del Estero,Banda,San Ramón,,1082,558,524
v6_p06,225,Santiago del Estero,Guasayán,Santa Catalina,,293,149,144
v6_p06,32,Chaco,Fray J. Sta. María de Oro,Santa Sylvina,,2858,1443,1415
v6_p06,2,Santiago del Estero,Capital,Santiago del Estero,,80395,36969,43426
v6_p06,194,Santiago del Estero,Ojo de Agua,Santo Domingo,,410,197,213
v6_p06,281,Santiago del Estero,Pellegrini,Santo Domingo,,114,60,54
v6_p06,269,Santiago del Estero,Loreto,San Vicente,,172,81,91
v6_p06,261,Santiago del Estero,Silípica,San Vicente,,190,94,96
v6_p06,101,Santiago del Estero,Rivadavia,Selva,,1070,541,529
v6_p06,63,Formosa,Pilcomayo,Siete Palmas,,1621,883,738
v6_p06,191,Santiago del Estero,Silípica,Simbol,,423,234,189
v6_p06,140,Santiago del Estero,Banda,Simbolar,,525,337,288
v6_p06,95,Santiago del Estero,Ojo de Agua,Sol de Julio,,1219,582,637
v6_p06,202,Santiago del Estero,Silípica,Sumamao,,305,157,228
v6_p06,37,Santiago del Estero,Quebrachos,Sumampa,,2401,1175,1226
v6_p06,33,Santiago del Estero,Matará,Suncho Corral,,2693,1240,1453
v6_p07,178,Santiago del Estero,San Martín,Taboada,,459,244,215
v6_p07,107,Santiago del Estero,General Taboada,Tacañitas,,914,439,475
v6_p07,155,Chaco,Almirante Brown,Taco Pozo,,561,290,271
v6_p07,234,Santiago del Estero,Quebrachos,Taco Pozo,,270,135,135
v6_p07,203,Santiago del Estero,Choya,Tapso,,381,193,188
v6_p07,250,Formosa,Patiño,Teniente Brown,,219,116,103
v6_p07,70,Santiago del Estero,Moreno,Tintina,,1500,689,811
v6_p07,256,Santiago del Estero,Capital,Tipiro,,203,91,112
v6_p07,279,Santiago del Estero,Matará,Tobas,,139,74,65
v6_p07,224,Santiago del Estero,General Taboada,Tomás Young,,294,150,144
v6_p07,21,Chaco,Maipú,Tres Isletas,,4318,2129,2189
v6_p07,274,Santiago del Estero,General Taboada,Tres Pozos,,163,78,85
v6_p07,193,Santiago del Estero,Copo,Urutaú,,411,217,194
v6_p07,182,Chaco,Bermejo,Velaz,,440,234,206
v6_p07,265,Chaco,Fray J. Sta. María de Oro,Venados Grandes,,184,103,81
v6_p07,180,Chaco,San Fernando,Vicentini,,447,213,234
v6_p07,72,Santiago del Estero,Matará,Vilelas,,1495,830,665
v6_p07,6,Chaco,Mayor Luis J. Fontana,Villa Angela,,18518,9053,9465
v6_p07,98,Santiago del Estero,Atamisqui,Villa Atamisqui,,1122,469,653
v6_p07,25,Chaco,San Lorenzo,Villa Berthet,,4070,1994,2076
v6_p07,196,Santiago del Estero,Moreno,Villa Brana,,403,204,199
v6_p07,122,Formosa,Laishí,Villa Escobar Navegación Río Bermejo,,775,376,399
v6_p07,232,Santiago del Estero,Figueroa,Villa Figueroa,,273,129,144
v6_p07,266,Santiago del Estero,Guasayán,Villa Guasayán,,178,81,97
v6_p07,173,Santiago del Estero,Río Hondo,Villa Jiménez,,478,214,264
v6_p07,165,Santiago del Estero,Choya,Villa La Punta,,515,258,257
v6_p07,254,Santiago del Estero,Copo,Villa Matoque,,206,119,87
v6_p07,231,Santiago del Estero,San Martín,Villa Nueva,,275,139,136
v6_p07,69,Santiago del Estero,Ojo de Agua,Villa Ojo de Agua,,1505,693,812
v6_p07,145,Santiago del Estero,Robles,Villa Robles,,616,307,309
v6_p07,106,Santiago del Estero,Salavina,Villa Salavina,,924,454,470
v6_p07,28,Santiago del Estero,Loreto,Villa San Martín,,3354,1542,1812
v6_p07,174,Santiago del Estero,Silípica,Villa Silípica,,475,220,255
v6_p07,146,Santiago del Estero,Mitre,Villa Unión,,615,324,291
v6_p07,179,Santiago del Estero,Robles,Vilmer,,451,225,226
v6_p07,226,Santiago del Estero,Río Hondo,Vinará,,289,125,164
v6_p07,177,Santiago del Estero,Capital,Vuelta de la Barranca,,460,232,228
v6_p07,116,Santiago del Estero,Moreno,Weisburd,,843,439,404
v6_p07,89,Santiago del Estero,Capital,Zanjón,,1300,680,620
v6_p07,156,Chaco,General Güemes,Zaparinqui,,555,319,236
v7_p01,376,Jujuy,Cochinoca,Abdón Castro Tolay,,203,98,105
v7_p01,107,Jujuy,Cochinoca,Abra Pampa,,1391,667,724
v7_p01,216,Salta,Gral. J. de San Martín,Acambuco,,612,306,306
v7_p01,64,Tucumán,Monteros,Acheral,,2207,1135,1072
v7_p01,302,Catamarca,Capayán,Adolfo E. Carranza,,379,219,160
v7_p01,334,Salta,Orán,Agua Blanca,,282,164,118
v7_p01,146,Tucumán,Leales,Agua Dulce,,984,545,439
v7_p01,34,Salta,Gral. J. de San Martín,Aguaray,,4428,2395,2033
v7_p01,362,La Rioja,General San Martín,Agunyo,,223,114,109
v7_p01,17,Tucumán,Río Chico,Aguilares,,9816,4767,5049
v7_p01,55,La Rioja,Arauco,Aimogasta,,2721,1368,1353
v7_p01,97,Tucumán,Cruz Alta,Alderetes,,1497,770,727
v7_p01,412,Salta,Guachipas,Alemania,,126,68,58
v7_p01,238,Catamarca,Santa Rosa,Alijilán,,563,295,268
v7_p01,323,Salta,Rosario de la Frontera,Almirante Brown,,320,171,149
