page,n_orden,localidad,provincia,depto_1960,poblacion,estado_flag,tier,propuesta,tipo_resolucion,georef_id,id_no_censal,nombre_oficial,lat,lon,fuente,fuente_url,confianza,nota
v5_p07,170,Santa Ana,Corrientes,San Cosme,698,flag_bahra,A (aparcado),Santa Ana,confirmar_candidato_georef,18133040,true,Santa Ana,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p12,418,Juan J. Almeyra,Buenos Aires,Navarro,696,flag_sin_match,C5-rename,José Juan Almeyra,rename,,,,-34.917,-59.567,Wikipedia / citypopulation,https://en.wikipedia.org/wiki/Jos%C3%A9_Juan_Almeyra,REVISAR (rojo),[guard=rojo; punto en Suipacha] Grafía moderna José Juan Almeyra (J.J. Almeyra); partido de Navarro.
v7_p05,194,La Carrera,Catamarca,Fray Mamerto Esquiú,696,flag_bahra,A (aparcado),La Carrera,confirmar_candidato_georef,1006304002,true,La Carrera,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v4_p04,505,Colonia Santa María,Córdoba,Unión,694,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=184 -> homonimo probable (lejano). candidatos: Colonia Santa Marí­a/San Justo [14140130]
v5_p05,171,Ombucito,Corrientes,Paso de los Libres,692,flag_bahra,A (aparcado),Ombucito,confirmar_candidato_georef,18119A08,,Ombucito,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p07,172,Valle María,Entre Ríos,Diamante,690,flag_variante,A (aparcado),Aldea Valle María,confirmar_candidato_georef,30021060,,Aldea Valle María,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p08,173,Yabebiry,Misiones,Oberá,689,flag_sin_match,C5-manual_coord,Colonia Yabebiry,manual_coord,,,,-27.45,-55.3,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Cerro-Negro&id=32008,verde (guard: coord en depto esperado),"[guard=verde; punto en Oberá] Colonia Yabebiry, depto Oberá. Coordenada aproximada."
v3_p19,424,San Jorge,Buenos Aires,Laprida,684,flag_variante,A (aparcado),Pueblo San Jorge,confirmar_candidato_georef,06448030,,Pueblo San Jorge,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p10,196,Santa Clara,La Rioja,General Lavalle,684,flag_bahra,A (aparcado),Santa Clara,confirmar_candidato_georef,4602802002,true,Santa Clara,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p12,426,Lago Epecuén,Buenos Aires,Adolfo Alsina,682,flag_variante_bahra,E-bahra-fuzzy,Villa Lago Epecuén,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Villa Lago Epecuén/Adolfo Alsina [06007A20]
v7_p07,199,Manuel García Fernández,Tucumán,Famaillá,681,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=46 -> transferencia de limite plausible (adyacente). candidatos: Manuel García Fernández/Leales [90056040]
v4_p11,513,Margarita,Santa Fe,Castellanos,680,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=278 -> homonimo probable (lejano). candidatos: Margarita/Vera [82133110]
v3_p13,429,Las Nutrias,Buenos Aires,Lobería,673,flag_bahra,A (aparcado),Las Nutrias,confirmar_candidato_georef,06476A12,,Las Nutrias,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p16,519,San José,Córdoba,Tulumba,673,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=241 -> homonimo probable (lejano). candidatos: San Jose/San Javier [14133180]
v3_p07,431,Durcudoy,Buenos Aires,Puán,670,flag_sin_match,C5-rename,Villa Durcudoy (Estación 17 de Agosto),rename,,,,-37.9128,-62.9381,wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_17_de_Agosto,verde (guard: coord en depto esperado),"[guard=verde; punto en Puán] Durcudoy = Villa Durcudoy / Estacion 17 de Agosto, en localidad Diecisiete de Agosto, partido Puan, Buenos Aires. Coinci"
v4_p15,521,San Carlos,Córdoba,Minas,668,flag_variante,A (aparcado),San Carlos Minas,confirmar_candidato_georef,14070060,,San Carlos Minas,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p23,436,Zelaya,Buenos Aires,Pilar,661,flag_bahra,A (aparcado),Zelaya,confirmar_candidato_georef,0663804015,true,Zelaya,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p04,179,Invernada de Itacuararé,Misiones,San Javier,661,flag_variante_bahra,E-bahra-fuzzy,Invernada de Itacaruaré,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Invernada de Itacaruaré/San Javier [54105A02]
v4_p01,524,Ana Zumarán,Córdoba,General San Martín,657,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=59 -> transferencia de limite plausible (adyacente). candidatos: Ana Zumarán/Unión [14182030]
v3_p06,439,Doce de Octubre,Buenos Aires,9 de Julio,654,flag_sin_match,C-generador,12 de Octubre,confirmar_candidato_georef,06588030,,12 de Octubre,-35.6077493091212,-60.9178174157348,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: '12 de Octubre' [numero-palabra -> digito: Doce->12]
v4_p08,525,Iglesias Viejas,Córdoba,Cruz del Eje,654,flag_variante_bahra,E-bahra-fuzzy,Iglesia Vieja,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Iglesia Vieja/Cruz del Eje [14028A21]
v5_p04,181,Isabel Victoria,Corrientes,Goya,654,flag_bahra,A (aparcado),Isabel Victoria,confirmar_candidato_georef,18070A24,,Isabel Victoria,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,441,La Oriental,Buenos Aires,Junín,646,flag_bahra,A (aparcado),La Oriental,confirmar_candidato_georef,06413A06,,La Oriental,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v9_1_2_p01,91,El Corcovado,Chubut,Futaleufú,641,flag_variante,A (aparcado),Corcovado,confirmar_candidato_georef,26035020,,Corcovado,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p17,529,Soutomayor,Santa Fe,Las Colonias,639,flag_bahra,A (aparcado),Soutomayor,confirmar_candidato_georef,82070A33,,Soutomayor,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p02,185,Colonia Porvenir,Corrientes,Goya,638,flag_bahra,A (aparcado),Colonia Porvenir,confirmar_candidato_georef,18070A12,,Colonia Porvenir,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p18,530,Villa del Lago,Córdoba,Punilla,635,flag_variante,D,,desambiguar,,,,,,georef,,baja,>1 candidato: Villa Lago Azul/Punilla [14091280]; Villa Santa Cruz del Lago/Punilla [14091320]
v4_p12,531,Nicolás Bruzone,Córdoba,General Roca,633,flag_variante,A (aparcado),Nicolás Bruzzone,confirmar_candidato_georef,14035070,,Nicolás Bruzzone,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p06,208,Maconitas,Tucumán,Burruyacú,632,flag_variante,A (aparcado),Macomitas,confirmar_candidato_georef,90007060,,Macomitas,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p16,450,Nicolás Descalzi,Buenos Aires,Coronel Dorrego,629,flag_bahra,A (aparcado),Nicolás Descalzi,confirmar_candidato_georef,06189A15,,Nicolás Descalzi,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p08,536,Juárez Celman,Córdoba,Colón,628,flag_bahra,A (aparcado),Juárez Celman,confirmar_candidato_georef,1402132001,true,Juárez Celman,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v4_p11,537,Luxardo,Córdoba,San Justo,628,flag_variante,D,,desambiguar,,,,,,georef,,baja,>1 candidato: Estación Luxardo/San Justo [14140210]; Plaza Luxardo/San Justo [14140310]
v3_p17,455,Pavón,Buenos Aires,Exaltación de la Cruz,627,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=330 -> homonimo probable (lejano). candidatos: Pavón/General Lavalle [06336020]
v5_p04,188,Ifrán,Corrientes,Goya,622,flag_sin_match,C5-manual_coord,Ifrán,manual_coord,,,,-29.0959,-58.9693,osm,"https://nominatim.openstreetmap.org/search?q=Ifran,+Goya,+Corrientes,+Argentina",verde (guard: coord en depto esperado),"[guard=verde; punto en Goya] Paraje Ifrán en depto Goya (Corrientes), sobre RP84."
v6_p02,143,Estación Medellín,Santiago del Estero,Atamisqui,620,flag_sin_match,C-generador,Medellí­n,confirmar_candidato_georef,86021020,,Medellí­n,-28.6521076101805,-63.7856117440691,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Medellín' [prefijo: se quita 'Estacion']
v7_p07,213,Mariño,Tucumán,Burruyacú,619,flag_bahra,A (aparcado),Mariño,confirmar_candidato_georef,90007A61,,Mariño,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p09,458,General Arias,Buenos Aires,Coronel de Marina Leonardo Rosales,618,flag_variante,A (aparcado),Villa General Arias,confirmar_candidato_georef,06182050,,Villa General Arias,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p01,459,Aldea Romana,Buenos Aires,Bahía Blanca,616,flag_sin_match,C5-barrio_de,Aldea Romana (Bahía Blanca),barrio_de,,,,-38.6825,-62.2135,OSM Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),"[guard=verde; punto en Bahía Blanca] Actualmente barrio de la ciudad de Bahía Blanca (Cuartel II), partido de Bahía Blanca."
v5_p04,190,Lagunas Bravas,Corrientes,Capital,615,flag_variante_bahra,E-bahra-fuzzy,Laguna Brava,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Laguna Brava/Capital [18021030]
v3_p14,460,Mar de Ajó,Buenos Aires,General Lavalle,613,flag_bahra,A (aparcado),Mar de Ajó,confirmar_candidato_georef,0642002003,true,Mar de Ajó,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v4_p04,541,Colonia O'Higgins,Córdoba,Marcos Juárez,613,flag_sin_match,C5-rename,Capitán General Bernardo O'Higgins,rename,,,,-33.25,-62.2667,Wikipedia,https://es.wikipedia.org/wiki/Capit%C3%A1n_General_Bernardo_O'Higgins,verde (guard: coord en depto esperado),"[guard=verde; punto en Marcos Juárez] Depto Marcos Juárez, Córdoba; fundada 1893 como Colonia Progreso"
v5_p03,191,Faustino M. Parera,Entre Ríos,Gualeguaychú,612,flag_bahra,A (aparcado),Faustino M. Parera,confirmar_candidato_georef,30056040,true,Faustino M. Parera,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v7_p01,216,Acambuco,Salta,Gral. J. de San Martín,612,flag_bahra,A (aparcado),Acambuco,confirmar_candidato_georef,66056A00,,Acambuco,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p06,217,Machigasta,La Rioja,Arauco,609,flag_bahra,A (aparcado),Machigasta,confirmar_candidato_georef,4600701002,true,Machigasta,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p14,462,Mamaguita,Buenos Aires,25 de Mayo,608,flag_bahra,A (aparcado),Mamaguita,confirmar_candidato_georef,06854A16,,Mamaguita,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p16,543,Santa María Norte,Santa Fe,Las Colonias,607,flag_bahra,A (aparcado),Santa María Norte,confirmar_candidato_georef,82070A32,,Santa María Norte,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p01,192,Altamirano Sud,Entre Ríos,Tala,607,flag_sin_match,C5-rename,Altamirano Sur,rename,,,,-32.0883,-59.1751,Wikipedia,https://es.wikipedia.org/wiki/Altamirano_Sur,verde (guard: coord en depto esperado),"[guard=verde; punto en Tala] Centro rural del distrito Raíces al Sud, depto Tala (Altamirano Sud = Altamirano Sur)"
v8_p05,136,Villa Santa Rosa,Mendoza,Santa Rosa,607,flag_sin_match,C-generador,Santa Rosa,confirmar_candidato_georef,50112060,,Santa Rosa,-33.254140449192,-68.1509034814364,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Santa Rosa' [prefijo: se quita 'Villa']
v3_p21,463,Unzué,Buenos Aires,Bolívar,606,flag_variante_bahra,E-bahra-fuzzy,Mariano Unzué,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Mariano Unzué/Bolívar [06105A13]
v7_p09,218,Salado,Catamarca,Tinogasta,606,flag_variante,A (aparcado),El Salado,confirmar_candidato_georef,10105100,,El Salado,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p10,219,Sumalao,Catamarca,Valle Viejo,604,flag_bahra,A (aparcado),Sumalao,confirmar_candidato_georef,1011204006,true,Sumalao,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v7_p09,220,Salinas,La Rioja,San Blas de los Sauces,602,flag_variante,A (aparcado),Salicas - San Blas,confirmar_candidato_georef,46119010,,Salicas - San Blas,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p02,222,Carrizal,La Rioja,Famatina,600,flag_variante,D,,desambiguar,,,,,,georef,,baja,>1 candidato: Alto Carrizal/Famatina [46049010]; Bajo Carrizal/Famatina [46049040]
v7_p02,223,Banda Florida,La Rioja,General Lavalle,599,flag_bahra,A (aparcado),Banda Florida,confirmar_candidato_georef,4602805001,true,Banda Florida,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v7_p02,226,Balcosna,Catamarca,Paclín,595,flag_variante,A (aparcado),Villa de Balcozna,confirmar_candidato_georef,10077110,,Villa de Balcozna,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p11,466,Ireneo Portela,Buenos Aires,Baradero,592,flag_variante,A (aparcado),Irineo Portela,confirmar_candidato_georef,06070020,,Irineo Portela,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p07,194,Tabay,Corrientes,Concepción,588,flag_ambiguo,D,,desambiguar,,,,,,georef,,baja,candidatos: Tabay/Concepción [18028030]; Tabay/Concepción [18028031]
v5_p05,195,Manantiales,Corrientes,Mburucuyá,586,flag_bahra,A (aparcado),Manantiales,confirmar_candidato_georef,18098A03,,Manantiales,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p03,150,Hoyón,Santiago del Estero,Atamisqui,586,flag_variante_bahra,E-bahra-fuzzy,El Hoyón,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: El Hoyón/Atamisqui [86021A07]
v3_p05,469,Cucha-Cucha,Buenos Aires,Chacabuco,583,flag_bahra,A (aparcado),Cucha Cucha,confirmar_candidato_georef,06210A03,,Cucha Cucha,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p17,556,Tala Norte,Córdoba,Río Primero,583,flag_sin_match,C5-manual_coord,Estación Tala Norte,manual_coord,,,,-31.1148,-63.6014,OpenStreetMap/Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),"[guard=verde; punto en Río Primero] Estacion Tala Norte, paraje El Alcalde, Pedania Tala, depto Rio Primero, Cordoba"
v3_p11,472,Islas,Buenos Aires,25 de Mayo,581,flag_bahra,A (aparcado),Islas,confirmar_candidato_georef,06854A09,,Islas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p08,196,Villa San Marcial (Gob. Urquiza),Entre Ríos,Uruguay,578,flag_sin_match,C5-manual_coord,Villa San Marcial (Estación Gobernador Urquiza),manual_coord,,,,-32.1667,-58.9333,Wikipedia (Villa San Marcial),https://es.wikipedia.org/wiki/Villa_San_Marcial,verde (guard: coord en depto esperado),"[guard=verde; punto en Uruguay] Mismo lugar; distrito Moscas, depto Uruguay. La estación se llama Gobernador Urquiza."
v8_p02,137,Ingeniero Balloffet,Mendoza,San Rafael,578,flag_sin_match,C5-manual_coord,Ingeniero Balloffet,manual_coord,,,,-34.763,-68.4122,Tripadvisor/GeoNames,https://www.tripadvisor.com/Tourism-g25219062-Ingeniero_Balloffet_San_Rafael_Province_of_Mendoza_Cuyo-Vacations.html,verde (guard: coord en depto esperado),"[guard=verde; punto en San Rafael] Localidad del oasis de San Rafael, depto San Rafael. Coordenada aproximada."
